kwhTotal,startTime,endTime,chargeTimeHrs,created_day,created_month,kwh_per_hour,weekday_Mon,weekday_Sat,weekday_Sun,weekday_Thu,weekday_Tue,weekday_Wed,startPeriod_Evening,startPeriod_Morning,startPeriod_Night,endPeriod_Evening,endPeriod_Morning,endPeriod_Night
2.75,16,17,0.9225,2,8,2.981029810298103,0,0,0,0,0,0,0,0,0,0,0,0
4.16,19,20,1.325,6,8,3.139622641509434,1,0,0,0,0,0,1,0,0,1,0,0
3.08,18,20,2.0175,2,8,1.5266418835192068,0,0,0,0,0,1,1,0,0,1,0,0
2.84,12,13,1.640833333,3,8,1.730827831738106,0,0,0,1,0,0,0,0,0,0,0,0
6.66,17,19,2.826666667,3,8,2.3561320751938526,0,0,0,1,0,0,0,0,0,1,0,0
4.35,16,19,3.576388889,4,8,1.216310679573862,0,0,0,0,0,0,0,0,0,1,0,0
4.75,16,19,2.640555556,1,8,1.798863875144311,1,0,0,0,0,0,0,0,0,1,0,0
2.64,11,15,3.328333333,3,8,0.7931897847564537,0,0,0,0,0,1,0,1,0,0,0,0
4.81,15,19,3.293333333,6,8,1.4605263159373,0,0,0,0,0,0,0,0,0,1,0,0
3.61,17,19,1.731388889,3,8,2.0850312849616537,1,0,0,0,0,0,0,0,0,1,0,0
3.81,17,19,1.436944444,5,8,2.651459502076616,0,0,0,0,0,1,0,0,0,1,0,0
6.23,16,19,3.885833333,6,8,1.603259704190715,0,0,0,1,0,0,0,0,0,1,0,0
3.05,12,15,2.906111111,1,8,1.0495125215465306,0,0,0,0,0,0,0,0,0,0,0,0
2.86,11,15,3.406111111,4,8,0.8396672647476648,1,0,0,0,0,0,0,1,0,0,0,0
2.42,19,20,0.785833333,5,9,3.079533405335963,0,0,0,0,1,0,1,0,0,1,0,0
4.32,16,19,3.02,6,9,1.4304635761589404,0,0,0,0,0,1,0,0,0,1,0,0
2.83,12,15,2.796111111,2,9,1.0121200079877655,0,0,0,0,0,0,0,0,0,0,0,0
3.44,12,16,3.87,1,9,0.8888888888888888,0,0,0,0,0,1,0,0,0,0,0,0
2.93,16,19,2.672777778,2,9,1.0962377883104355,0,0,0,1,0,0,0,0,0,1,0,0
2.93,17,19,2.330833333,3,9,1.2570611371122002,0,0,0,0,0,1,0,0,0,1,0,0
6.19,16,19,2.411111111,5,9,2.5672811061090917,0,0,0,0,0,0,0,0,0,1,0,0
3.82,12,13,1.869722222,2,9,2.043084237354697,1,0,0,0,0,0,0,0,0,0,0,0
6.49,16,19,2.581388889,4,9,2.5141504357036846,0,0,0,0,0,1,0,0,0,1,0,0
6.22,15,19,3.708055556,0,9,1.6774290206993867,0,0,0,0,0,0,0,0,0,1,0,0
0.629999999999999,11,15,3.691666667,4,9,0.17065462752409413,1,0,0,0,0,0,0,1,0,0,0,0
4.22,16,18,1.795277778,4,9,2.3506111709917237,1,0,0,0,0,0,0,0,0,1,0,0
2.91,16,19,2.953333333,6,9,0.9853273138809626,0,0,0,0,0,1,0,0,0,1,0,0
0.629999999999999,16,18,2.01,0,10,0.31343283582089504,0,0,0,1,0,0,0,0,0,1,0,0
4.15,18,20,1.501111111,0,10,2.7646188010928663,0,0,0,1,0,0,1,0,0,1,0,0
6.17,16,19,2.506388889,1,10,2.461708965866709,0,0,0,0,0,0,0,0,0,1,0,0
6.9,16,20,3.706666667,4,1,1.8615107911995046,0,0,0,0,1,0,0,0,0,1,0,0
5.1,18,20,1.641944444,0,1,3.10607342327351,0,0,0,1,0,0,1,0,0,1,0,0
7.02,17,21,3.92,2,2,1.790816326530612,0,0,0,0,0,0,0,0,0,1,0,0
6.76,15,19,4.024166667,4,2,1.6798509006684736,0,0,0,0,0,0,0,0,0,1,0,0
5.11,16,17,1.603611111,0,2,3.1865581155854192,1,0,0,0,0,0,0,0,0,0,0,0
2.72,16,20,3.941944444,2,2,0.6900147981892766,0,0,0,0,1,0,0,0,0,1,0,0
6.55,17,20,2.291388889,4,2,2.858528306322777,0,0,0,1,0,0,0,0,0,1,0,0
6.72,17,20,3.317777778,2,3,2.0254521097102844,0,0,0,0,0,0,0,0,0,1,0,0
6.9,12,15,3.542777778,4,3,1.9476242746151717,0,0,0,0,0,0,0,0,0,0,0,0
0.86,17,18,0.864722222,4,4,0.9945390301303023,0,0,0,1,0,0,0,0,0,1,0,0
3.47,18,20,1.810555556,6,5,1.9165388151171432,1,0,0,0,0,0,1,0,0,1,0,0
6.3,10,12,2.054166667,0,7,3.066937119177779,0,0,0,0,0,0,0,1,0,0,0,0
5.85,10,13,3.333333333,3,7,1.7550000001754997,1,0,0,0,0,0,0,1,0,0,0,0
6.25,10,13,3.428888889,5,7,1.82274789365448,0,0,0,0,1,0,0,1,0,0,0,0
6.19,10,13,3.480277778,6,7,1.7785936625889638,0,0,0,0,0,1,0,1,0,0,0,0
6.15,9,12,2.577777778,0,7,2.385775861863295,0,0,0,1,0,0,0,1,0,0,0,0
6.05,10,12,2.725555556,6,8,2.219730941342074,0,0,0,0,1,0,0,1,0,0,0,0
5.93,10,12,2.143055556,1,8,2.7670771219147987,1,0,0,0,0,0,0,1,0,0,0,0
6.17,10,13,3.765,2,8,1.638778220451527,0,0,0,0,1,0,0,1,0,0,0,0
6.07,10,12,2.020833333,3,8,3.003711340701643,0,0,0,0,0,1,0,1,0,0,0,0
6.16,10,12,2.093055556,5,8,2.9430656928057193,0,0,0,1,0,0,0,1,0,0,0,0
6.03,11,14,2.754722222,6,8,2.18896843821228,0,0,0,0,0,0,0,1,0,0,0,0
5.78,10,12,2.349444444,3,8,2.4601560657290436,1,0,0,0,0,0,0,1,0,0,0,0
5.98,10,14,3.826944444,4,8,1.5626043407490868,0,0,0,0,1,0,0,1,0,0,0,0
6.05,10,13,2.868333333,5,8,2.1092388148877674,0,0,0,0,0,1,0,1,0,0,0,0
5.81,10,13,2.667777778,6,8,2.177842565416256,0,0,0,1,0,0,0,1,0,0,0,0
5.84,11,13,2.269444444,1,8,2.5733170139678467,0,0,0,0,0,0,0,1,0,0,0,0
5.87,9,12,2.278055556,5,9,2.57675893133486,0,0,0,0,1,0,0,1,0,0,0,0
6.01,11,13,2.225277778,6,9,2.700786418404615,0,0,0,0,0,1,0,1,0,0,0,0
5.28,11,13,2.299444444,0,9,2.2962068136837317,0,0,0,1,0,0,0,1,0,0,0,0
5.97,11,14,2.822777778,2,9,2.1149380041633585,0,0,0,0,0,0,0,1,0,0,0,0
5.9,11,13,2.223055556,0,9,2.6540047476888162,0,0,0,0,1,0,0,1,0,0,0,0
5.96,10,13,2.663611111,1,9,2.23756387536709,0,0,0,0,0,1,0,1,0,0,0,0
5.87,10,12,2.040833333,2,9,2.8762760315028624,0,0,0,1,0,0,0,1,0,0,0,0
6.04,10,13,2.686111111,3,9,2.2486039297724343,0,0,0,0,0,0,0,1,0,0,0,0
5.97,10,13,2.789166667,0,9,2.1404242602760175,1,0,0,0,0,0,0,1,0,0,0,0
5.92,10,13,2.370833333,1,9,2.4970123026357833,0,0,0,0,1,0,0,1,0,0,0,0
6.1,10,12,2.333333333,3,9,2.6142857146591836,0,0,0,0,0,1,0,1,0,0,0,0
5.98,10,13,2.616388889,4,9,2.285592950322302,0,0,0,1,0,0,0,1,0,0,0,0
5.89,10,13,2.77,3,9,2.1263537906137184,0,0,0,0,1,0,0,1,0,0,0,0
5.82,12,16,4.604444444,4,9,1.2639961391181462,0,0,0,0,0,1,0,0,0,0,0,0
5.9,10,13,2.778888889,6,9,2.123150739619226,0,0,0,1,0,0,0,1,0,0,0,0
5.95,10,13,2.678888889,0,9,2.221070095303979,0,0,0,0,0,0,0,1,0,0,0,0
5.89,10,13,3.324722222,4,9,1.7715765729315114,1,0,0,0,0,0,0,1,0,0,0,0
6.03,11,13,2.477777778,5,9,2.433632286777253,0,0,0,0,1,0,0,1,0,0,0,0
5.84,10,13,2.702222222,6,9,2.161184210704045,0,0,0,0,0,1,0,1,0,0,0,0
5.92,11,14,3.0975,0,10,1.9112187247780468,0,0,0,1,0,0,0,1,0,0,0,0
4.96,11,13,2.166388889,1,10,2.289524297869495,0,0,0,0,0,0,0,1,0,0,0,0
1.79,16,16,0.635277778,3,1,2.8176650624162085,0,0,0,1,0,0,0,0,0,0,0,0
2.38,20,22,2.668611111,1,5,0.8918496929693701,0,0,0,1,0,0,1,0,0,1,0,0
1.52,12,12,0.521111111,3,5,2.916844350302099,0,0,0,0,0,0,0,0,0,0,0,0
6.53,11,15,4.125,6,5,1.583030303030303,1,0,0,0,0,0,0,1,0,0,0,0
3.64,11,15,3.814444444,1,5,0.9542674047135762,0,0,0,0,1,0,0,1,0,0,0,0
3.7,12,15,3.421388889,2,5,1.081432166888644,0,0,0,0,0,1,0,0,0,0,0,0
2.31,16,18,1.671944444,3,5,1.381624854994285,0,0,0,1,0,0,0,0,0,1,0,0
2.31,12,15,3.167222222,4,5,0.7293457288706786,0,0,0,0,0,0,0,0,0,0,0,0
1.78,14,15,1.691666667,1,5,1.0522167485611396,1,0,0,0,0,0,0,0,0,0,0,0
4.23,16,19,2.765,2,6,1.5298372513562388,0,0,0,0,0,0,0,0,0,1,0,0
2.81,12,13,1.3225,0,6,2.1247637051039696,0,0,0,0,1,0,0,0,0,0,0,0
4.97,12,15,3.393055556,1,6,1.4647564467995406,0,0,0,0,0,1,0,0,0,0,0,0
6.79,12,16,3.199722222,2,6,2.1220592066757225,0,0,0,1,0,0,0,0,0,0,0,0
1.45,12,14,2.245555556,4,6,0.6457199404956517,0,0,0,0,0,0,0,0,0,0,0,0
6.66,13,16,3.118888889,2,6,2.135375846022965,1,0,0,0,0,0,0,0,0,0,0,0
6.6,12,16,4.203055556,5,6,1.5702861673047084,0,0,0,0,0,1,0,0,0,0,0,0
3.8,13,16,2.87,6,6,1.3240418118466897,0,0,0,1,0,0,0,0,0,0,0,0
6.71,16,20,3.610277778,5,7,1.8585827497509528,1,0,0,0,0,0,0,0,0,1,0,0
6.41,17,19,2.105555556,1,7,3.0443271761384003,0,0,0,0,0,1,0,0,0,1,0,0
4.94,15,18,2.713888889,0,7,1.8202661207033668,1,0,0,0,0,0,0,0,0,1,0,0
6.54,12,15,3.219444444,2,7,2.031406385094931,0,0,0,0,0,1,0,0,0,0,0,0
2.04,12,15,3.511388889,4,7,0.5809666956544272,0,0,0,1,0,0,0,0,0,0,0,0
6.5,12,15,3.364722222,5,7,1.931808800589899,0,0,0,0,0,0,0,0,0,0,0,0
3.16,12,15,2.401388889,2,7,1.3159051474232086,1,0,0,0,0,0,0,0,0,0,0,0
0.93,12,15,3.545277778,3,7,0.2623207709621675,0,0,0,0,1,0,0,0,0,0,0,0
6.51,12,15,3.122222222,4,7,2.0850533809313205,0,0,0,0,0,1,0,0,0,0,0,0
2.02,12,15,3.245555556,0,7,0.6223895925200426,0,0,0,0,0,0,0,0,0,0,0,0
6.76,16,19,3.413888889,5,7,1.9801464604725745,0,0,0,0,1,0,0,0,0,1,0,0
6.05,12,14,2.575277778,6,7,2.349261136675719,0,0,0,0,0,1,0,0,0,0,0,0
5.91,17,20,2.691666667,6,7,2.1956656344030137,0,0,0,0,0,1,0,0,0,1,0,0
3.46,12,15,3.627222222,0,7,0.9538979936256026,0,0,0,1,0,0,0,0,0,0,0,0
2.64,12,14,2.052222222,1,7,1.2864103953748143,0,0,0,0,0,0,0,0,0,0,0,0
6.48,12,15,3.4125,4,8,1.898901098901099,1,0,0,0,0,0,0,0,0,0,0,0
1.82,16,19,3.216666667,4,8,0.5658031087496577,1,0,0,0,0,0,0,0,0,1,0,0
4.73,19,20,1.506944444,6,8,3.1388018442437025,0,0,0,0,1,0,1,0,0,1,0,0
3.69,12,15,3.28,0,8,1.125,0,0,0,0,0,1,0,0,0,0,0,0
3.82,13,15,1.885833333,1,8,2.0256296954530497,0,0,0,1,0,0,0,0,0,0,0,0
4.03,12,15,2.947777778,2,8,1.3671315490865337,0,0,0,0,0,0,0,0,0,0,0,0
0.67,17,17,0.240833333,0,8,2.7820069242657537,0,0,0,0,1,0,0,0,0,0,0,0
2.11,18,18,0.707777778,4,8,2.981161694511409,0,0,0,0,0,0,1,0,0,1,0,0
5.11,18,20,1.670555556,4,8,3.058862652993984,0,0,0,0,0,0,1,0,0,1,0,0
1.99,17,21,4.018055556,1,8,0.49526443133132225,1,0,0,0,0,0,0,0,0,1,0,0
3.94,12,15,3.051666667,2,8,1.2910977606454288,0,0,0,0,1,0,0,0,0,0,0,0
3.52,14,15,1.295833333,3,8,2.7163987145251185,0,0,0,0,0,1,0,0,0,0,0,0
4.82,16,19,3.291111111,5,8,1.4645509791176419,0,0,0,0,0,1,0,0,0,1,0,0
4.08,17,20,3.391388889,0,9,1.2030469325512967,0,0,0,1,0,0,0,0,0,1,0,0
6.72,13,19,5.694999999249999,2,9,1.1799824408928863,0,0,0,0,0,0,0,0,0,1,0,0
6.68,14,16,2.627777778,0,9,2.5420718813917906,0,0,0,0,1,0,0,0,0,0,0,0
4.15,14,16,1.553055556,1,9,2.672151671565831,0,0,0,0,0,1,0,0,0,0,0,0
7.36,17,20,2.849722222,3,9,2.582707866465169,0,0,0,0,0,0,0,0,0,1,0,0
2.45,18,20,1.631944444,1,9,1.5012765961535393,0,0,0,0,1,0,1,0,0,1,0,0
6.47,12,15,3.358333333,2,9,1.9265508686775732,1,0,0,0,0,0,0,0,0,0,0,0
6.37,19,22,3.205555556,2,9,1.987175043052038,1,0,0,0,0,0,1,0,0,1,0,0
5.26,12,15,2.997222222,4,9,1.7549582948474483,0,0,0,0,0,1,0,0,0,0,0,0
4.42,16,19,2.842777778,4,9,1.554817275625967,0,0,0,0,0,1,0,0,0,1,0,0
4.47,12,14,2.313055556,4,9,1.932508706245705,1,0,0,0,0,0,0,0,0,0,0,0
3.47,20,21,1.134166667,4,9,3.0595150615548823,1,0,0,0,0,0,1,0,0,1,0,0
10.55,1,4,3.206666667,6,3,3.2900207896787923,1,0,0,0,0,0,0,0,1,0,0,1
10.55,0,3,2.531388889,0,4,4.1676725555067415,1,0,0,0,0,0,0,0,1,0,0,1
10.55,16,20,3.671666667,5,4,2.8733545163074576,0,0,0,0,0,0,0,0,0,1,0,0
9.62,22,23,1.688888889,0,4,5.696052631204207,0,0,0,0,0,0,1,0,0,1,0,0
8.83,18,19,1.523055556,2,4,5.797556080744831,0,0,1,0,0,0,1,0,0,1,0,0
10.55,22,1,2.701666667,1,5,3.904996915002468,0,0,0,0,0,0,1,0,0,0,0,1
10.55,17,19,2.780555556,3,5,3.7942057935993283,0,0,0,0,0,0,0,0,0,1,0,0
10.55,6,8,1.977222222,5,5,5.335768474890225,0,0,1,0,0,0,0,1,0,0,1,0
10.55,16,20,3.666111111,2,5,2.8777087438362696,0,0,0,0,0,1,0,0,0,1,0,0
10.55,17,20,2.636944444,6,5,4.000842726893643,0,1,0,0,0,0,0,0,0,1,0,0
6.73,21,22,1.163611111,4,5,5.783719265293265,0,0,0,0,1,0,1,0,0,1,0,0
10.55,16,20,3.975277778,1,5,2.653902592263076,0,0,0,0,0,0,0,0,0,1,0,0
10.55,16,20,3.766388889,1,6,2.8010915258411067,0,0,0,1,0,0,0,0,0,1,0,0
10.55,5,8,2.835555556,3,6,3.7206112846832897,0,1,0,0,0,0,0,0,1,0,1,0
10.55,0,2,1.999444444,0,6,5.276465686085349,0,0,0,0,1,0,0,0,1,0,0,1
10.55,16,19,3.883333333,2,6,2.7167381976580893,0,0,0,1,0,0,0,0,0,1,0,0
10.55,3,6,2.953333333,4,7,3.572234763382871,0,0,1,0,0,0,0,0,1,0,1,0
8.29,21,22,1.257222222,4,7,6.593901901298082,0,0,1,0,0,0,1,0,0,1,0,0
10.55,16,19,3.021388889,6,7,3.491771628077898,0,0,0,0,1,0,0,0,0,1,0,0
4.17,16,17,1.012222222,3,7,4.119648738555357,0,0,0,0,0,0,0,0,0,0,0,0
10.55,4,6,1.784166667,4,7,5.913124706975596,0,1,0,0,0,0,0,0,1,0,1,0
10.55,11,15,3.604444444,1,7,2.9269420472166394,0,0,0,0,1,0,0,1,0,0,0,0
10.55,17,20,3.205555556,4,7,3.2911611780532186,0,0,0,1,0,0,0,0,0,1,0,0
10.55,19,21,2.108888889,2,7,5.002634351685846,1,0,0,0,0,0,1,0,0,1,0,0
10.55,13,17,3.482777778,3,7,3.0291912583806546,0,0,0,0,1,0,0,0,0,0,0,0
10.55,4,7,3.016388889,3,7,3.4975596278295407,1,0,0,0,0,0,0,0,1,0,1,0
10.55,18,21,3.786944444,6,7,2.7858871858327166,0,0,0,0,0,1,1,0,0,1,0,0
2.87,20,21,0.8875,1,7,3.2338028169014086,0,0,0,0,0,0,1,0,0,1,0,0
10.55,5,9,3.518333333,2,8,2.9985788728563314,0,1,0,0,0,0,0,0,1,0,1,0
10.55,12,15,3.331111111,0,8,3.167111407710711,0,0,0,0,0,1,0,0,0,0,0,0
10.55,4,6,1.765833333,5,8,5.974516282392547,0,0,1,0,0,0,0,0,1,0,1,0
10.55,19,22,2.967777778,2,8,3.5548483711303,0,0,0,0,0,1,1,0,0,1,0,0
10.47,17,19,2.016111111,4,8,5.1931661617631955,0,0,0,0,0,0,0,0,0,1,0,0
10.55,23,2,2.682777778,5,8,3.9324911986802658,0,1,0,0,0,0,1,0,0,0,0,1
10.55,12,16,3.499722222,5,8,3.014524962490009,0,0,0,1,0,0,0,0,0,0,0,0
3.92,20,22,1.566666667,6,8,2.5021276590421,0,0,0,0,0,0,1,0,0,1,0,0
10.55,1,4,3.1625,1,8,3.3359683794466406,0,0,1,0,0,0,0,0,1,0,0,1
10.55,12,15,3.224166667,4,8,3.27216334936447,0,0,0,0,1,0,0,0,0,0,0,0
3.92,20,21,0.928055556,1,8,4.223885062329178,0,0,0,0,0,0,1,0,0,1,0,0
10.55,3,5,1.974444444,3,8,5.343275184095279,0,0,1,0,0,0,0,0,1,0,0,1
4.54,0,1,0.711944444,6,9,6.376902071870091,0,0,0,0,0,1,0,0,1,0,0,1
10.55,13,17,3.911944444,6,9,2.6968685652428452,0,0,0,0,0,1,0,0,0,0,0,0
5.26,20,21,1.146111111,2,9,4.589432865204986,0,0,0,0,0,0,1,0,0,1,0,0
10.55,13,18,4.485833333,1,9,2.351848411841118,0,0,0,0,0,1,0,0,0,1,0,0
4.59,20,21,0.983611111,3,9,4.666478396460489,0,0,0,0,0,0,1,0,0,1,0,0
10.55,16,19,3.236111111,5,9,3.2600858370218058,0,1,0,0,0,0,0,0,0,1,0,0
10.55,13,16,3.4025,1,9,3.1006612784717125,0,0,0,0,1,0,0,0,0,0,0,0
9.02,21,22,1.614166667,5,9,5.58802271438554,0,0,0,0,0,0,1,0,0,1,0,0
10.55,4,6,1.815,1,9,5.81267217630854,0,0,1,0,0,0,0,0,1,0,1,0
10.55,16,19,3.618611111,4,9,2.915483227233146,0,0,0,0,0,1,0,0,0,1,0,0
6.56,17,19,1.348888889,0,9,4.863261943586222,0,0,0,0,0,0,0,0,0,1,0,0
10.55,1,3,1.600555556,2,9,6.591461296330036,0,0,1,0,0,0,0,0,1,0,0,1
10.55,16,20,3.821388889,6,9,2.760776331968866,0,0,0,0,0,1,0,0,0,1,0,0
10.55,7,11,4.106666667,2,10,2.5689935062849845,0,1,0,0,0,0,0,1,0,0,1,0
6.77,20,23,3.360277778,5,1,2.0147143918647785,0,0,0,0,0,1,1,0,0,1,0,0
1.51,22,22,0.4925,6,6,3.065989847715736,0,0,0,0,0,1,1,0,0,1,0,0
6.44,16,20,3.918611111,0,8,1.6434394272813055,0,0,0,0,0,1,0,0,0,1,0,0
1.32,17,19,1.634444444,6,9,0.8076138683365367,0,0,0,0,0,1,0,0,0,1,0,0
5.58,14,16,2.013888889,2,9,2.770758620536786,0,0,0,1,0,0,0,0,0,0,0,0
3.87,18,19,1.215555556,3,9,3.1837294321083256,0,0,0,0,0,0,1,0,0,1,0,0
0.629999999999999,17,21,3.844444444,4,9,0.16387283238888678,1,0,0,0,0,0,0,0,0,1,0,0
5.78,13,17,3.307222222,5,9,1.7476902403324504,0,0,0,0,1,0,0,0,0,0,0,0
0.78,17,21,4.148055556,5,9,0.18803991158502217,0,0,0,0,1,0,0,0,0,1,0,0
6.19,13,18,4.700833333,6,9,1.316787803674298,0,0,0,0,0,1,0,0,0,1,0,0
0.629999999999999,16,16,0.178611111,0,10,3.5272161763777343,0,0,0,1,0,0,0,0,0,0,0,0
6.45,16,20,3.680555556,0,10,1.7524528299770625,0,0,0,1,0,0,0,0,0,1,0,0
6.49,17,19,2.519444444,4,1,2.5759647193077777,0,0,0,0,1,0,0,0,0,1,0,0
6.51,16,18,2.166666667,0,1,3.0046153841531362,0,0,0,1,0,0,0,0,0,1,0,0
8.7,12,20,5.694999999249999,2,2,1.5276558386559689,0,0,0,1,0,0,0,0,0,1,0,0
7.8,20,21,0.169722222,0,2,45.95744686868405,1,0,0,0,0,0,1,0,0,1,0,0
8.31,18,21,3.043888889,2,2,2.730060229869317,0,0,0,0,1,0,1,0,0,1,0,0
6.17,19,21,1.970833333,0,3,3.130655391650005,0,0,0,0,0,1,1,0,0,1,0,0
6.56,11,15,4.171666667,6,3,1.5725129842930472,1,0,0,0,0,0,0,1,0,0,0,0
6.63,16,18,2.474722222,0,3,2.6790885623687584,0,0,0,0,1,0,0,0,0,1,0,0
7.08,17,19,2.604444444,4,3,2.718430034593589,0,0,0,0,0,0,0,0,0,1,0,0
6.53,15,17,2.161111111,0,4,3.021593830489542,0,0,0,1,0,0,0,0,0,0,0,0
6.48,15,19,3.963333333,5,4,1.6349873844941119,0,0,0,0,0,0,0,0,0,1,0,0
6.63,15,18,3.037777778,6,5,2.182516459240489,1,0,0,0,0,0,0,0,0,1,0,0
6.64,15,19,3.770833333,5,5,1.7608839780562107,0,0,0,1,0,0,0,0,0,1,0,0
7.39,17,20,3.221111111,5,5,2.2942393929732403,0,0,0,0,0,1,0,0,0,1,0,0
6.64,15,18,2.856388889,4,6,2.3246134395672615,0,0,0,0,0,0,0,0,0,1,0,0
5.36,18,20,1.746111111,2,7,3.069678651165745,1,0,0,0,0,0,1,0,0,1,0,0
6.77,15,18,2.591111111,0,7,2.612778730815299,0,0,0,0,0,0,0,0,0,1,0,0
7.12,15,20,4.351388889,6,8,1.6362591764663579,0,0,0,1,0,0,0,0,0,1,0,0
5.27,18,20,1.856666667,4,9,2.838420107210337,0,0,0,0,0,1,1,0,0,1,0,0
7.06,18,21,3.450833333,4,2,2.045882637241814,0,0,0,0,0,0,1,0,0,1,0,0
6.72,18,21,3.158888889,3,2,2.127330284835479,0,0,0,0,0,1,1,0,0,1,0,0
6.91,14,17,3.1025,2,2,2.22723609991942,1,0,0,0,0,0,0,0,0,0,0,0
6.75,19,22,2.243888889,3,2,3.0081703390439136,0,0,0,0,1,0,1,0,0,1,0,0
7.31,18,21,2.689722222,5,3,2.7177527627981206,0,0,0,0,1,0,1,0,0,1,0,0
6.87,14,17,2.683611111,0,3,2.5599834386734286,0,0,0,0,0,1,0,0,0,0,0,0
4.99,19,21,1.671944444,2,3,2.9845489291867886,0,0,0,0,0,0,1,0,0,1,0,0
6.25,12,16,4.109722222,6,3,1.5207840487473219,1,0,0,0,0,0,0,0,0,0,0,0
6.48,12,15,3.342777778,0,3,1.938507561779059,0,0,0,0,1,0,0,0,0,0,0,0
7.35,17,21,3.72,1,3,1.975806451612903,0,0,0,0,0,1,0,0,0,1,0,0
6.94,17,21,3.591666667,4,3,1.9322505798670766,0,0,0,0,0,0,0,0,0,1,0,0
5.69,17,20,2.702222222,1,3,2.1056743422784274,1,0,0,0,0,0,0,0,0,1,0,0
6.73,17,20,2.947222222,2,3,2.283506126468125,0,0,0,0,1,0,0,0,0,1,0,0
2.06,19,20,0.692222222,3,3,2.975922954406396,0,0,0,0,0,1,1,0,0,1,0,0
6.68,17,20,3.163611111,4,3,2.11151110728287,0,0,0,1,0,0,0,0,0,1,0,0
6.66,13,16,2.286666667,6,3,2.9125364427241203,0,0,0,0,0,0,0,0,0,0,0,0
6.88,17,20,2.459722222,2,3,2.797063806012157,1,0,0,0,0,0,0,0,0,1,0,0
0.629999999999999,18,18,0.031388889,4,3,20.07079638912989,0,0,0,0,1,0,1,0,0,1,0,0
6.82,13,15,2.45,5,3,2.783673469387755,0,0,0,0,0,1,0,0,0,0,0,0
0.629999999999999,15,15,0.0175,6,3,35.99999999999994,0,0,0,1,0,0,0,0,0,0,0,0
6.92,14,16,2.401944444,0,3,2.8809991910037698,0,0,0,0,0,0,0,0,0,0,0,0
6.53,18,20,2.313888889,4,3,2.8220888353986995,1,0,0,0,0,0,1,0,0,1,0,0
5.77,15,17,1.939444444,5,3,2.9750787746720313,0,0,0,0,1,0,0,0,0,0,0,0
6.36,17,19,2.206388889,6,4,2.882538083702252,0,0,0,0,0,1,0,0,0,1,0,0
5.91,17,19,2.06,0,4,2.8689320388349513,0,0,0,1,0,0,0,0,0,1,0,0
6.66,18,20,2.344166667,5,4,2.841094916055301,1,0,0,0,0,0,1,0,0,1,0,0
6.75,17,20,3.334166667,1,4,2.0244938763284686,0,0,0,0,0,1,0,0,0,1,0,0
5.69,18,20,2.593055556,3,4,2.194322442044894,0,0,0,0,0,0,1,0,0,1,0,0
5.47,13,17,3.903888889,0,4,1.4011669275252263,1,0,0,0,0,0,0,0,0,0,0,0
6.75,17,21,3.643888889,1,4,1.8524165268531052,0,0,0,0,1,0,0,0,0,1,0,0
4.48,19,20,1.493333333,2,4,3.000000000669643,0,0,0,0,0,1,1,0,0,1,0,0
5.81,14,16,2.765833333,4,4,2.1006327209521705,0,0,0,1,0,0,0,0,0,0,0,0
4.68,14,17,3.306111111,5,4,1.4155604100626973,0,0,0,0,0,0,0,0,0,0,0,0
6.14,14,17,2.605,2,4,2.3570057581573893,1,0,0,0,0,0,0,0,0,0,0,0
6.39,18,21,2.936944444,3,4,2.175730634964643,0,0,0,0,1,0,1,0,0,1,0,0
6.91,18,21,2.6025,4,4,2.655139289145053,0,0,0,0,0,1,1,0,0,1,0,0
6.25,14,17,3.423055556,5,4,1.825854093733558,0,0,0,1,0,0,0,0,0,0,0,0
6.4,14,16,2.866111111,0,4,2.2329908897938746,0,0,0,0,0,0,0,0,0,0,0,0
5.31,12,16,3.403333333,3,4,1.5602350638158897,1,0,0,0,0,0,0,0,0,0,0,0
5.08,14,17,3.1325,6,4,1.6217079010375102,0,0,0,0,0,1,0,0,0,0,0,0
5.91,14,16,2.628055556,0,4,2.2488109075575418,0,0,0,1,0,0,0,0,0,0,0,0
2.0,18,18,0.663611111,1,5,3.013813311513405,0,0,0,0,0,0,1,0,0,1,0,0
5.44,17,21,3.835555556,5,5,1.41830822695037,1,0,0,0,0,0,0,0,0,1,0,0
5.83,13,16,2.313611111,6,5,2.5198703326939547,0,0,0,0,1,0,0,0,0,0,0,0
5.81,17,20,2.301666667,0,5,2.5242577838487676,0,0,0,0,0,1,0,0,0,1,0,0
5.77,18,20,2.498333333,3,5,2.3095396934368964,0,0,0,0,0,0,1,0,0,1,0,0
4.96,16,19,3.082777778,6,5,1.608938547370053,1,0,0,0,0,0,0,0,0,1,0,0
5.51,12,16,3.351666667,1,5,1.643958229572953,0,0,0,0,1,0,0,0,0,0,0,0
5.45,18,21,2.0925,2,5,2.604540023894863,0,0,0,0,0,1,1,0,0,1,0,0
5.58,13,17,3.439722222,3,5,1.6222240169020254,0,0,0,1,0,0,0,0,0,0,0,0
3.45,19,21,1.136111111,4,5,3.0366748169229023,0,0,0,0,0,0,1,0,0,1,0,0
4.74,19,21,2.127777778,2,5,2.2276762399762218,0,0,0,0,1,0,1,0,0,1,0,0
6.09,14,17,2.750555556,4,5,2.2140981616297153,0,0,0,0,0,1,0,0,0,0,0,0
5.23,18,21,2.545,5,5,2.0550098231827114,0,0,0,1,0,0,1,0,0,1,0,0
